,Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
4711,2023,Honda,Civic Sport Touring,New,"$32,500",4.9,1060,Sonic Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H80PE002964,H1341,–,,,,,,,WA,Dealer
4712,2022,Honda,Pilot Special Edition,New,"$41,987",4.8,563,Deep Scarlet Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB100879,H17111,3,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4713,2022,Honda,Pilot Special Edition,New,"$43,687",4.8,563,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB105186,H17169,3,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4714,2023,Honda,Civic Sport Touring,New,"$32,500",4.8,563,Platinum White Pearl,Black,FWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H85PE000370,H17246,–,,,,,,,WA,Dealer
4715,2022,Honda,Pilot Sport,New,"$38,352",4.8,563,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB094226,H17008,3,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4716,2023,Honda,Civic EX,New,"$27,545",4.8,563,Aegean Blue Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F71PH304550,H17230,3,,,,,,,WA,Dealer
4717,2022,Honda,Pilot EX-L,New,"$41,566",5.0,10,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H52NB087476,13020,85,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4718,2022,Honda,Pilot Sport,New,"$39,589",5.0,10,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB087282,12979,–,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4719,2022,Honda,Pilot Special Edition,New,"$41,765",5.0,10,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB100313,13012,–,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4720,2022,Honda,Pilot EX-L,New,"$40,740",4.5,1125,Crystal Black Pearl,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54NB093585,NB093585,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4721,2022,Honda,Pilot EX-L,New,"$40,740",4.5,1125,Lunar Silver Metallic,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58NB096277,NB096277,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4722,2022,Honda,Pilot Sport,New,"$36,803",4.5,1125,Crystal Black Pearl,–,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H30NB037555,NB037555,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4723,2022,Honda,Pilot Special Edition,New,"$41,299",4.5,1125,Lunar Silver Metallic,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H25NB095982,NB095982,19,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4724,2022,Honda,Pilot EX-L,New,"$39,998",4.7,790,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H51NB096301,220197,10,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4725,2022,Honda,Pilot Sport,New,"$38,852",4.7,790,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB091067,220186,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4726,2022,Honda,Passport Elite,New,"$44,998",4.7,790,Obsidian Blue Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H08NB018789,224054,11,5.0,5.0,4.9,5.0,4.9,5.0,WA,Dealer
4727,2022,Honda,Pilot EX-L,New,"$40,499",4.7,790,Platinum White Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54NB095059,220194,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4728,2022,Honda,Pilot TrailSport,New,"$44,935",4.7,790,Platinum White Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H81NB082618,220212,59,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4729,2023,Honda,Civic EX-L,New,"$29,245",4.7,790,Crystal Black Pearl,Black,FWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H76PE002975,232011,0,,,,,,,WA,Dealer
4730,2022,Honda,Pilot Special Edition,New,"$42,988",4.7,790,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB101526,220211,72,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4731,2022,Honda,Pilot Sport,New,"$37,998",4.7,790,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB090861,220185,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4732,2022,Honda,Pilot Sport,New,"$37,999",4.7,790,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB080814,220175,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4733,2022,Honda,Pilot EX-L,New,"$40,488",4.7,790,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H51NB096282,220196,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4734,2023,Honda,Civic Touring,New,"$31,140",4.7,790,Sonic Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F96PH303718,233019,10,,,,,,,WA,Dealer
4735,2022,Honda,Pilot Sport,New,"$39,299",3.9,144,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB100699,223932,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4736,2022,Honda,Pilot Sport,New,Not Priced,3.9,144,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H36NB099306,223871,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4737,2022,Honda,Pilot Special Edition,New,"$44,600",4.7,1056,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H22NB101480,229329,6,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4738,2022,Honda,Pilot Sport,New,"$41,770",4.7,1056,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB073124,229252,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4739,2022,Honda,Pilot Sport,New,"$41,770",4.7,1056,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB068805,229231,8,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4740,2022,Honda,Pilot EX-L,New,"$43,693",4.7,1056,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB096256,229313,10,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4741,2023,Honda,Passport TrailSport,New,"$45,392",4.7,1056,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H64PB005867,BN70,10,,,,,,,WY,Dealer
4742,2022,Honda,Pilot EX-L,New,"$40,976",3.8,672,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H5XNB093641,46139,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4743,2022,Honda,Pilot Special Edition,New,"$41,576",3.8,672,Lunar Silver Metallic,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H24NB105062,46280,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4744,2022,Honda,Pilot Sport,New,"$39,276",3.8,672,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB091025,46103,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4745,2023,Honda,Pilot EX-L 7-Passenger,New,"$46,443",3.8,672,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H59PB006072,46369,1,,,,,,,WA,Dealer
4746,2022,Honda,Pilot Special Edition,New,"$41,876",3.8,672,Deep Scarlet Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H24NB101836,46246,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4747,2022,Honda,Pilot Sport,New,"$39,276",3.8,672,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB087886,46083,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
4748,2023,Honda,Pilot Touring,New,"$50,348",3.8,672,Sonic Gray Pearl,Black,AWD,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H72PB005430,46370,1,,,,,,,WA,Dealer
4749,2022,Honda,Accord Sport 1.5T,New,"$30,469",5.0,5,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F37NA095505,22039,2,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
4750,2022,Honda,Accord Sport 1.5T,New,"$30,469",5.0,5,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F32NA089319,22049,4,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
4751,2022,Honda,Accord Hybrid Base,New,"$32,559",5.0,5,Sonic Gray Pearl,Black,Front-wheel Drive,44–41,Hybrid,electronic continuously variable,4 Cylinder Engine,1HGCV3F29NA040413,22046,5,4.9,5.0,5.0,4.9,4.9,5.0,OK,Dealer
4752,2023,Honda,CR-V Hybrid Sport Touring,New,"$40,239",4.4,5,Platinum White Pearl,Black,All-wheel Drive,40–34,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H94PH800174,23023,7,5.0,3.0,4.0,4.0,5.0,5.0,OK,Dealer
4753,2022,Honda,Accord Sport 1.5T,New,"$30,469",5.0,5,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F35NA072384,22028,5,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
4754,2023,Honda,CR-V Hybrid Sport,New,"$34,089",4.4,5,Platinum White Pearl,Black,Front-wheel Drive,43–36,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS5H54PH700891,23029,2,5.0,3.0,4.0,4.0,5.0,5.0,OK,Dealer
4755,2022,Honda,Accord Sport 1.5T,New,"$30,469",5.0,5,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F31NA108250,22047,2,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
4756,2022,Honda,Accord Sport 1.5T,New,"$30,470",4.2,488,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F37NA116191,NA116191,6,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
4757,2022,Honda,Accord Sport 1.5T,New,"$30,470",4.4,877,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA109204,HN231,5,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
4758,2022,Honda,Passport Elite,New,"$47,620",4.9,273,Platinum White Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H08NB029825,NB029825,10,5.0,5.0,4.9,5.0,4.9,5.0,TX,Dealer
4759,2023,Honda,Passport TrailSport,New,"$43,290",4.5,1690,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H66PB002291,PB002291,5,,,,,,,TX,Dealer
4760,2022,Honda,Pilot Sport,New,"$39,595",4.5,1690,Crystal Black Pearl,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB102612,NB102612,5,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
4761,2022,Honda,Passport Elite,New,"$47,211",4.1,1445,Lunar Silver Metallic,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00NB028412,MHF222731,10,5.0,5.0,4.9,5.0,4.9,5.0,TX,Dealer
4762,2023,Honda,Ridgeline RTL-E,New,"$42,869",5.0,2288,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB011486,PB011486,5,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer
4763,2023,Honda,Passport TrailSport,New,"$45,911",4.9,3399,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65PB002072,PB002072,12,,,,,,,TX,Dealer
4764,2022,Honda,Passport Elite,New,"$46,620",4.8,578,Platinum White Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H07NB030092,NB030092,10,5.0,5.0,4.9,5.0,4.9,5.0,TX,Dealer
4765,2022,Honda,Pilot TrailSport,New,"$46,500",4.7,723,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB092540,H092540,5,5.0,5.0,5.0,5.0,5.0,5.0,KS,Dealer
4766,2023,Honda,Ridgeline RTL,New,"$43,470",4.7,1362,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F58PB010070,A7000600,5,5.0,4.8,4.8,4.2,5.0,5.0,MO,Dealer
4767,2022,Honda,Pilot EX-L,New,"$46,527",4.8,602,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H5XNB038617,NB038617,9,5.0,5.0,5.0,5.0,5.0,5.0,AR,Dealer
4768,2022,Honda,Pilot Sport,New,"$45,773",4.8,602,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB102491,NB102491,4,5.0,5.0,5.0,5.0,5.0,5.0,AR,Dealer
4769,2023,Honda,Pilot TrailSport,New,"$56,372",4.8,602,Sky,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H67PB001851,PB001851,31,,,,,,,AR,Dealer
4770,2023,Honda,Ridgeline RTL-E,New,"$43,669",4.6,1144,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F78PB017893,8017893,–,5.0,4.8,4.8,4.2,5.0,5.0,ND,Dealer
4771,2023,Honda,Ridgeline Black Edition,New,"$46,775",4.6,1144,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F8XPB017810,5017810,–,5.0,4.8,4.8,4.2,5.0,5.0,ND,Dealer
4772,2023,Honda,Ridgeline RTL-E,New,"$43,775",4.6,1144,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB019901,8019901,–,5.0,4.8,4.8,4.2,5.0,5.0,ND,Dealer
4773,2023,Honda,Ridgeline RTL,New,"$41,247",4.6,1144,Obsidian Blue Pearl,Gray,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB016152,8016152,14,5.0,4.8,4.8,4.2,5.0,5.0,ND,Dealer
4774,2022,Honda,Pilot Sport,New,"$39,770",5.0,288,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H3XNB039183,39183,5,5.0,5.0,5.0,5.0,5.0,5.0,AR,Dealer
4775,2023,Honda,Ridgeline RTL,New,"$43,470",4.8,13,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB014754,H13479,1,5.0,4.8,4.8,4.2,5.0,5.0,IA,Dealer
4776,2023,Honda,Odyssey Sport,New,"$43,160",4.4,13,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71PB035452,H13509,6,5.0,5.0,4.0,4.0,4.0,5.0,IA,Dealer
4777,2022,Honda,Pilot Special Edition,New,"$44,600",5.0,13,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB101749,H13461,6,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
4778,2022,Honda,CR-V Touring,New,"$36,845",4.8,3,Lunar Silver Metallic,Gray,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H90NH666757,221714,10,4.9,4.8,4.7,4.8,4.7,4.9,LA,Dealer
4779,2022,Honda,Accord Sport SE,New,"$33,955",5.0,3,Still Night Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F48NA109436,221831,2,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
4780,2022,Honda,Pilot Special Edition,New,"$44,100",5.0,3,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB100232,221813,5,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
4781,2023,Honda,CR-V EX-L,New,"$37,000",4.7,3,Silver,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H7XPH300162,231757,12,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer
4782,2023,Honda,CR-V EX-L,New,"$38,500",4.7,3,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H75PH407917,231827,12,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer
4783,2023,Honda,CR-V EX-L,New,"$35,900",4.7,7,Urban Gray Pearl,Black,All-wheel Drive,,Gasoline,1-Speed CVT with Overdrive,1.5L I4 16V GDI DOHC Turbo,2HKRS4H70PH409106,25796,3,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer
4784,2023,Honda,CR-V EX,New,"$33,250",4.7,7,Platinum White Pearl,–,All-wheel Drive,,Gasoline,1-Speed CVT with Overdrive,1.5L I4 16V GDI DOHC Turbo,2HKRS4H49PH406436,25775,2,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer
4785,2022,Honda,Pilot TrailSport,New,"$46,500",5.0,14,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H82NB102228,H22662,12,5.0,5.0,5.0,5.0,5.0,5.0,WI,Dealer
4786,2023,Honda,Ridgeline RTL-E,New,"$46,420",5.0,4976,Pacific Pewter Metallic,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F73PB009362,PB009362,10,5.0,4.8,4.8,4.2,5.0,5.0,WI,Dealer
4787,2023,Honda,CR-V EX-L,New,"$36,900",4.7,43,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H74PH400652,H40015,5,5.0,5.0,5.0,4.0,4.0,5.0,KY,Dealer
4788,2023,Honda,Passport TrailSport,New,"$41,441",4.2,415,Black,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H66PB001092,PB001092,4,,,,,,,LA,Dealer
4789,2023,Honda,Odyssey Elite,New,"$50,915",4.6,1873,Crystal Black Pearl,–,FWD,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H92PB029726,PB029726,8,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer
4790,2022,Honda,Passport Elite,New,"$47,225",4.6,1873,Obsidian Blue Pearl,–,AWD,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05NB028471,NB028471,5,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
4791,2022,Honda,Pilot EX-L,New,"$43,605",4.6,1873,Lunar Silver Metallic,–,AWD,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H53NB096722,NB096722,10,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
4792,2022,Honda,Pilot TrailSport,New,"$46,105",5.0,3,Black,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H89NB088831,H5645,–,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer
4793,2022,Honda,Accord Sport 1.5T,New,"$30,470",5.0,3,Gray,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA114815,H2200,–,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer
4794,2022,Honda,Pilot TrailSport,New,"$46,105",5.0,3,Black,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB098164,H5669,–,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer
4795,2023,Honda,Ridgeline Black Edition,New,"$47,920",4.8,3,Platinum,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F86PB001314,H5611,–,5.0,4.8,4.8,4.2,5.0,5.0,KY,Dealer
4796,2022,Honda,Accord Sport 1.5T,New,"$30,470",5.0,3,Platinum,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36NA109930,H2197,–,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer
4797,2022,Honda,Pilot Sport,New,"$41,770",5.0,1944,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB095303,H95303,2,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
4798,2022,Honda,Pilot Sport,New,"$41,770",5.0,1944,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB103858,H03858,21,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
4799,2023,Honda,Civic Sport,New,"$26,600",4.0,333,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F53PH517410,HU115,1,,,,,,,IN,Dealer
4800,2023,Honda,Odyssey Elite,New,"$51,160",4.7,393,Sonic Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB011118,00630047,3,5.0,5.0,4.0,4.0,4.0,5.0,CA,Dealer
4801,2023,Honda,CR-V EX,New,"$34,250",4.7,9,Radiant Red Metallic,Gray,AWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H47PH400151,00830118,5,5.0,5.0,5.0,4.0,4.0,5.0,CA,Dealer
4802,2023,Honda,CR-V Hybrid Sport Touring,New,"$40,395",4.9,78,Canyon River Blue Metallic,Black,All-wheel Drive,40–34,Hybrid,Variable,4 Cylinder Engine,2HKRS6H92PH804594,41194-03,0,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
4803,2022,Honda,Pilot Touring 7-Passenger,New,"$46,465",5.0,12,Modern Steel Metallic,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H62NB035655,5735655,9,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
4804,2022,Honda,Pilot TrailSport,New,"$46,500",5.0,12,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB100429,5700429B,5,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
4805,2023,Honda,HR-V LX,New,"$24,895",4.6,23,Gray,–,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H32PM713954,PM713954,80,4.0,5.0,4.0,5.0,5.0,5.0,CA,Dealer
4806,2022,Honda,Pilot Sport,New,"$39,406",4.3,3504,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB086093,181854,12,5.0,5.0,5.0,5.0,5.0,5.0,AZ,Dealer
4807,2022,Honda,Pilot Sport,New,"$39,038",4.3,3504,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB092928,181902,11,5.0,5.0,5.0,5.0,5.0,5.0,AZ,Dealer
4808,2022,Honda,Pilot Touring 7-Passenger,New,"$43,074",5.0,1164,Platinum White Pearl,Beige,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H68NB035756,222028,9,5.0,5.0,5.0,5.0,5.0,5.0,AZ,Dealer
